年度,縣市別,行業別,統計項目,單位,中小企業(家),大企業(家)
2022,彰化縣,住宿及餐飲業,家數,家,6992, 
2022,南投縣,住宿及餐飲業,家數,家,4706,14
2022,雲林縣,住宿及餐飲業,家數,家,3584, 
2022,嘉義市,住宿及餐飲業,家數,家,3123,12
2022,嘉義縣,住宿及餐飲業,家數,家,2853, 
2022,屏東縣,住宿及餐飲業,家數,家,7957,7
2022,花蓮縣,住宿及餐飲業,家數,家,4767,7
2022,臺東縣,住宿及餐飲業,家數,家,3590,9
2022,離島地區,住宿及餐飲業,家數,家,3490,9
2022,總計,出版、影音製作、傳播及資通訊服務業,家數,家,27632,603
2022,臺北市,出版、影音製作、傳播及資通訊服務業,家數,家,12116,374
2022,新北市,出版、影音製作、傳播及資通訊服務業,家數,家,4877,96
2022,桃園市,出版、影音製作、傳播及資通訊服務業,家數,家,1514,9
2022,臺中市,出版、影音製作、傳播及資通訊服務業,家數,家,3105,25
2022,臺南市,出版、影音製作、傳播及資通訊服務業,家數,家,1002,8
2022,高雄市,出版、影音製作、傳播及資通訊服務業,家數,家,1883,20
2022,基隆市,出版、影音製作、傳播及資通訊服務業,家數,家,224, 
2022,宜蘭縣,出版、影音製作、傳播及資通訊服務業,家數,家,225, 
2022,新竹市,出版、影音製作、傳播及資通訊服務業,家數,家,491,24
2022,新竹縣,出版、影音製作、傳播及資通訊服務業,家數,家,439,23
2022,苗栗縣,出版、影音製作、傳播及資通訊服務業,家數,家,210, 
2022,彰化縣,出版、影音製作、傳播及資通訊服務業,家數,家,349, 
2022,南投縣,出版、影音製作、傳播及資通訊服務業,家數,家,189, 
2022,雲林縣,出版、影音製作、傳播及資通訊服務業,家數,家,164, 
2022,嘉義市,出版、影音製作、傳播及資通訊服務業,家數,家,157, 
2022,嘉義縣,出版、影音製作、傳播及資通訊服務業,家數,家,102, 
2022,屏東縣,出版、影音製作、傳播及資通訊服務業,家數,家,204, 
2022,花蓮縣,出版、影音製作、傳播及資通訊服務業,家數,家,155, 
2022,臺東縣,出版、影音製作、傳播及資通訊服務業,家數,家,96, 
2022,離島地區,出版、影音製作、傳播及資通訊服務業,家數,家,130, 
2022,總計,金融及保險業,家數,家,22151,2095
2022,臺北市,金融及保險業,家數,家,8554,1432
2022,新北市,金融及保險業,家數,家,3189,171
2022,桃園市,金融及保險業,家數,家,1454,55
2022,臺中市,金融及保險業,家數,家,2326,146
2022,臺南市,金融及保險業,家數,家,1171,71
2022,高雄市,金融及保險業,家數,家,1985,92
2022,基隆市,金融及保險業,家數,家,149, 
2022,宜蘭縣,金融及保險業,家數,家,195, 
2022,新竹市,金融及保險業,家數,家,445,23
2022,新竹縣,金融及保險業,家數,家,414,28
2022,苗栗縣,金融及保險業,家數,家,190, 
2022,彰化縣,金融及保險業,家數,家,575,29
2022,南投縣,金融及保險業,家數,家,181,9
2022,雲林縣,金融及保險業,家數,家,247, 
2022,嘉義市,金融及保險業,家數,家,259,12
2022,嘉義縣,金融及保險業,家數,家,168, 
2022,屏東縣,金融及保險業,家數,家,317,8
2022,花蓮縣,金融及保險業,家數,家,153,0
2022,臺東縣,金融及保險業,家數,家,102,0
2022,離島地區,金融及保險業,家數,家,77, 
2022,總計,不動產業,家數,家,46137,2630
2022,臺北市,不動產業,家數,家,8574,1275
2022,新北市,不動產業,家數,家,6573,413
2022,桃園市,不動產業,家數,家,4499,147
2022,臺中市,不動產業,家數,家,7486,306
2022,臺南市,不動產業,家數,家,3636,90
2022,高雄市,不動產業,家數,家,4321,189
2022,基隆市,不動產業,家數,家,301,7
2022,宜蘭縣,不動產業,家數,家,1042,11
2022,新竹市,不動產業,家數,家,1179,50
2022,新竹縣,不動產業,家數,家,1355,32
2022,苗栗縣,不動產業,家數,家,796,15
2022,彰化縣,不動產業,家數,家,1741,30
2022,南投縣,不動產業,家數,家,474, 
2022,雲林縣,不動產業,家數,家,795,6
2022,嘉義市,不動產業,家數,家,770,25
2022,嘉義縣,不動產業,家數,家,341,6
2022,屏東縣,不動產業,家數,家,809,13
2022,花蓮縣,不動產業,家數,家,637, 
2022,臺東縣,不動產業,家數,家,308, 
2022,離島地區,不動產業,家數,家,500, 
2022,總計,專業、科學及技術服務業,家數,家,62656,728
2022,臺北市,專業、科學及技術服務業,家數,家,20080,386
2022,新北市,專業、科學及技術服務業,家數,家,10488,104
2022,桃園市,專業、科學及技術服務業,家數,家,4379,29
2022,臺中市,專業、科學及技術服務業,家數,家,9026,36
2022,臺南市,專業、科學及技術服務業,家數,家,3663,20
2022,高雄市,專業、科學及技術服務業,家數,家,5551,33
2022,基隆市,專業、科學及技術服務業,家數,家,527, 
2022,宜蘭縣,專業、科學及技術服務業,家數,家,775, 
2022,新竹市,專業、科學及技術服務業,家數,家,1038,46
2022,新竹縣,專業、科學及技術服務業,家數,家,1178,46
2022,苗栗縣,專業、科學及技術服務業,家數,家,584, 
2022,彰化縣,專業、科學及技術服務業,家數,家,1343, 
2022,南投縣,專業、科學及技術服務業,家數,家,569, 
2022,雲林縣,專業、科學及技術服務業,家數,家,630, 
2022,嘉義市,專業、科學及技術服務業,家數,家,564, 
2022,嘉義縣,專業、科學及技術服務業,家數,家,380, 
2022,屏東縣,專業、科學及技術服務業,家數,家,766, 
2022,花蓮縣,專業、科學及技術服務業,家數,家,471, 
2022,臺東縣,專業、科學及技術服務業,家數,家,310, 
2022,離島地區,專業、科學及技術服務業,家數,家,334,0
2022,總計,支援服務業,家數,家,35516,188
2022,臺北市,支援服務業,家數,家,5538,111
2022,新北市,支援服務業,家數,家,5065,18
2022,桃園市,支援服務業,家數,家,3596,11
2022,臺中市,支援服務業,家數,家,4915,11
2022,臺南市,支援服務業,家數,家,2612, 
2022,高雄市,支援服務業,家數,家,4281,17
2022,基隆市,支援服務業,家數,家,461,0
2022,宜蘭縣,支援服務業,家數,家,687, 
2022,新竹市,支援服務業,家數,家,746, 
2022,新竹縣,支援服務業,家數,家,651, 
2022,苗栗縣,支援服務業,家數,家,609,0
2022,彰化縣,支援服務業,家數,家,1190, 
2022,南投縣,支援服務業,家數,家,544,0
2022,雲林縣,支援服務業,家數,家,508,0
2022,嘉義市,支援服務業,家數,家,457, 
2022,嘉義縣,支援服務業,家數,家,541, 
2022,屏東縣,支援服務業,家數,家,991,0
2022,花蓮縣,支援服務業,家數,家,597,0
2022,臺東縣,支援服務業,家數,家,487, 
2022,離島地區,支援服務業,家數,家,1040, 
2022,總計,教育業,家數,家,6262,28
2022,臺北市,教育業,家數,家,1477,18
2022,新北市,教育業,家數,家,829, 
2022,桃園市,教育業,家數,家,453, 
2022,臺中市,教育業,家數,家,738, 
2022,臺南市,教育業,家數,家,501, 
2022,高雄市,教育業,家數,家,723,0
2022,基隆市,教育業,家數,家,70,0
2022,宜蘭縣,教育業,家數,家,77,0
2022,新竹市,教育業,家數,家,209,0
2022,新竹縣,教育業,家數,家,222,0
2022,苗栗縣,教育業,家數,家,100,0
2022,彰化縣,教育業,家數,家,210,0
2022,南投縣,教育業,家數,家,61,0
2022,雲林縣,教育業,家數,家,93,0
2022,嘉義市,教育業,家數,家,91,0
2022,嘉義縣,教育業,家數,家,42,0
2022,屏東縣,教育業,家數,家,195,0
2022,花蓮縣,教育業,家數,家,79,0
2022,臺東縣,教育業,家數,家,47,0
2022,離島地區,教育業,家數,家,45,0
2022,總計,醫療保健及社會工作服務業,家數,家,1842,26
2022,臺北市,醫療保健及社會工作服務業,家數,家,324,15
2022,新北市,醫療保健及社會工作服務業,家數,家,251, 
2022,桃園市,醫療保健及社會工作服務業,家數,家,120,0
2022,臺中市,醫療保健及社會工作服務業,家數,家,259, 
2022,臺南市,醫療保健及社會工作服務業,家數,家,156,0
2022,高雄市,醫療保健及社會工作服務業,家數,家,274, 
2022,基隆市,醫療保健及社會工作服務業,家數,家,19,0
2022,宜蘭縣,醫療保健及社會工作服務業,家數,家,50,0
2022,新竹市,醫療保健及社會工作服務業,家數,家,33, 
2022,新竹縣,醫療保健及社會工作服務業,家數,家,43, 
2022,苗栗縣,醫療保健及社會工作服務業,家數,家,18, 
2022,彰化縣,醫療保健及社會工作服務業,家數,家,52,0
2022,南投縣,醫療保健及社會工作服務業,家數,家,29,0
2022,雲林縣,醫療保健及社會工作服務業,家數,家,56,0
2022,嘉義市,醫療保健及社會工作服務業,家數,家,20,0
2022,嘉義縣,醫療保健及社會工作服務業,家數,家,24,0
2022,屏東縣,醫療保健及社會工作服務業,家數,家,57,0
2022,花蓮縣,醫療保健及社會工作服務業,家數,家,34, 
2022,臺東縣,醫療保健及社會工作服務業,家數,家,11,0
2022,離島地區,醫療保健及社會工作服務業,家數,家,12,0
2022,總計,藝術、娛樂及休閒服務業,家數,家,39093,127
2022,臺北市,藝術、娛樂及休閒服務業,家數,家,5468,49
2022,新北市,藝術、娛樂及休閒服務業,家數,家,5915,21
2022,桃園市,藝術、娛樂及休閒服務業,家數,家,3623,9
2022,臺中市,藝術、娛樂及休閒服務業,家數,家,4527,12
2022,臺南市,藝術、娛樂及休閒服務業,家數,家,3128, 
2022,高雄市,藝術、娛樂及休閒服務業,家數,家,4235, 
2022,基隆市,藝術、娛樂及休閒服務業,家數,家,631, 
2022,宜蘭縣,藝術、娛樂及休閒服務業,家數,家,766, 
2022,新竹市,藝術、娛樂及休閒服務業,家數,家,671,0
2022,新竹縣,藝術、娛樂及休閒服務業,家數,家,940,7
2022,苗栗縣,藝術、娛樂及休閒服務業,家數,家,957, 
2022,彰化縣,藝術、娛樂及休閒服務業,家數,家,1799, 
2022,南投縣,藝術、娛樂及休閒服務業,家數,家,931, 
2022,雲林縣,藝術、娛樂及休閒服務業,家數,家,914, 
2022,嘉義市,藝術、娛樂及休閒服務業,家數,家,511,0
2022,嘉義縣,藝術、娛樂及休閒服務業,家數,家,588, 
2022,屏東縣,藝術、娛樂及休閒服務業,家數,家,1642, 
2022,花蓮縣,藝術、娛樂及休閒服務業,家數,家,742, 
2022,臺東縣,藝術、娛樂及休閒服務業,家數,家,672, 
2022,離島地區,藝術、娛樂及休閒服務業,家數,家,433,0
2022,總計,其他服務業,家數,家,94790,101
2022,臺北市,其他服務業,家數,家,10270,49
2022,新北市,其他服務業,家數,家,11470,19
2022,桃園市,其他服務業,家數,家,7976,7
2022,臺中市,其他服務業,家數,家,12928, 
2022,臺南市,其他服務業,家數,家,9476, 
2022,高雄市,其他服務業,家數,家,13066,7
2022,基隆市,其他服務業,家數,家,1771, 
2022,宜蘭縣,其他服務業,家數,家,1997,0
2022,新竹市,其他服務業,家數,家,1962,0
2022,新竹縣,其他服務業,家數,家,2236, 
2022,苗栗縣,其他服務業,家數,家,2162, 
2022,彰化縣,其他服務業,家數,家,5210, 
2022,南投縣,其他服務業,家數,家,1829, 
2022,雲林縣,其他服務業,家數,家,2289,0
2022,嘉義市,其他服務業,家數,家,1719,0
2022,嘉義縣,其他服務業,家數,家,1607, 
2022,屏東縣,其他服務業,家數,家,3610, 
2022,花蓮縣,其他服務業,家數,家,1413,0
2022,臺東縣,其他服務業,家數,家,1010, 
2022,離島地區,其他服務業,家數,家,789,0
2023,總計,農、林、漁、牧業與礦業及土石採取業,家數,家,12315,112
2023,臺北市,農、林、漁、牧業與礦業及土石採取業,家數,家,515,38
2023,新北市,農、林、漁、牧業與礦業及土石採取業,家數,家,536,11
2023,桃園市,農、林、漁、牧業與礦業及土石採取業,家數,家,736,6
2023,臺中市,農、林、漁、牧業與礦業及土石採取業,家數,家,777,10
2023,臺南市,農、林、漁、牧業與礦業及土石採取業,家數,家,629,10
2023,高雄市,農、林、漁、牧業與礦業及土石採取業,家數,家,1883,15
2023,基隆市,農、林、漁、牧業與礦業及土石採取業,家數,家,31,0
2023,宜蘭縣,農、林、漁、牧業與礦業及土石採取業,家數,家,841, 
2023,新竹市,農、林、漁、牧業與礦業及土石採取業,家數,家,94, 
2023,新竹縣,農、林、漁、牧業與礦業及土石採取業,家數,家,306, 
2023,苗栗縣,農、林、漁、牧業與礦業及土石採取業,家數,家,353, 
2023,彰化縣,農、林、漁、牧業與礦業及土石採取業,家數,家,1177, 
2023,南投縣,農、林、漁、牧業與礦業及土石採取業,家數,家,657, 
2023,雲林縣,農、林、漁、牧業與礦業及土石採取業,家數,家,1019, 
2023,嘉義市,農、林、漁、牧業與礦業及土石採取業,家數,家,83, 
2023,嘉義縣,農、林、漁、牧業與礦業及土石採取業,家數,家,623, 
2023,屏東縣,農、林、漁、牧業與礦業及土石採取業,家數,家,910, 
2023,花蓮縣,農、林、漁、牧業與礦業及土石採取業,家數,家,564, 
2023,臺東縣,農、林、漁、牧業與礦業及土石採取業,家數,家,465, 
2023,離島地區,農、林、漁、牧業與礦業及土石採取業,家數,家,116,0
2023,總計,製造業,家數,家,143665,5562
2023,臺北市,製造業,家數,家,7785,915
2023,新北市,製造業,家數,家,31098,907
2023,桃園市,製造業,家數,家,12898,785
2023,臺中市,製造業,家數,家,29336,666
2023,臺南市,製造業,家數,家,12926,468
2023,高雄市,製造業,家數,家,10973,497
2023,基隆市,製造業,家數,家,674,14
2023,宜蘭縣,製造業,家數,家,2138,50
2023,新竹市,製造業,家數,家,2340,228
2023,新竹縣,製造業,家數,家,2927,344
2023,苗栗縣,製造業,家數,家,2681,121
2023,彰化縣,製造業,家數,家,17348,305
2023,南投縣,製造業,家數,家,1824,72
2023,雲林縣,製造業,家數,家,2501,52
2023,嘉義市,製造業,家數,家,788,6
2023,嘉義縣,製造業,家數,家,2083,47
2023,屏東縣,製造業,家數,家,1779,74
2023,花蓮縣,製造業,家數,家,694,6
2023,臺東縣,製造業,家數,家,429, 
2023,離島地區,製造業,家數,家,443, 
2023,總計,電力及燃氣供應業與用水供應及污染整治業,家數,家,11473,365
2023,臺北市,電力及燃氣供應業與用水供應及污染整治業,家數,家,916,106
2023,新北市,電力及燃氣供應業與用水供應及污染整治業,家數,家,1391,25
2023,桃園市,電力及燃氣供應業與用水供應及污染整治業,家數,家,1069,30
2023,臺中市,電力及燃氣供應業與用水供應及污染整治業,家數,家,1354,25
2023,臺南市,電力及燃氣供應業與用水供應及污染整治業,家數,家,1062,34
2023,高雄市,電力及燃氣供應業與用水供應及污染整治業,家數,家,1606,47
2023,基隆市,電力及燃氣供應業與用水供應及污染整治業,家數,家,131, 
2023,宜蘭縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,176, 
2023,新竹市,電力及燃氣供應業與用水供應及污染整治業,家數,家,222, 
2023,新竹縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,280,19
2023,苗栗縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,338, 
2023,彰化縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,809,26
2023,南投縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,250, 
2023,雲林縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,578,9
2023,嘉義市,電力及燃氣供應業與用水供應及污染整治業,家數,家,116, 
2023,嘉義縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,347, 
2023,屏東縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,517,16
2023,花蓮縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,137, 
2023,臺東縣,電力及燃氣供應業與用水供應及污染整治業,家數,家,84, 
2023,離島地區,電力及燃氣供應業與用水供應及污染整治業,家數,家,90,0
2023,總計,營建工程業,家數,家,163513,1105
2023,臺北市,營建工程業,家數,家,12874,373
2023,新北市,營建工程業,家數,家,29242,181
2023,桃園市,營建工程業,家數,家,15975,84
2023,臺中市,營建工程業,家數,家,22804,137
2023,臺南市,營建工程業,家數,家,12169,57
2023,高雄市,營建工程業,家數,家,20565,135
2023,基隆市,營建工程業,家數,家,2603, 
2023,宜蘭縣,營建工程業,家數,家,4234,12
2023,新竹市,營建工程業,家數,家,3278,22
2023,新竹縣,營建工程業,家數,家,4207,30
2023,苗栗縣,營建工程業,家數,家,4255,9
2023,彰化縣,營建工程業,家數,家,7153, 
2023,南投縣,營建工程業,家數,家,3202, 
2023,雲林縣,營建工程業,家數,家,4827,15
2023,嘉義市,營建工程業,家數,家,1672,10
2023,嘉義縣,營建工程業,家數,家,3149, 
2023,屏東縣,營建工程業,家數,家,5260,12
2023,花蓮縣,營建工程業,家數,家,2790,8
2023,臺東縣,營建工程業,家數,家,1411, 
2023,離島地區,營建工程業,家數,家,1843,6
2023,總計,批發及零售業,家數,家,762109,4122
2023,臺北市,批發及零售業,家數,家,117523,1945
2023,新北市,批發及零售業,家數,家,120619,735
2023,桃園市,批發及零售業,家數,家,64776,267
2023,臺中市,批發及零售業,家數,家,103367,285
2023,臺南市,批發及零售業,家數,家,59292,164
2023,高雄市,批發及零售業,家數,家,91112,283
2023,基隆市,批發及零售業,家數,家,8859, 
2023,宜蘭縣,批發及零售業,家數,家,12848,12
2023,新竹市,批發及零售業,家數,家,13316,103
2023,新竹縣,批發及零售業,家數,家,14507,133
2023,苗栗縣,批發及零售業,家數,家,13235,23
2023,彰化縣,批發及零售業,家數,家,34301,62
2023,南投縣,批發及零售業,家數,家,13050,6
2023,雲林縣,批發及零售業,家數,家,18021,19
2023,嘉義市,批發及零售業,家數,家,9505,15
2023,嘉義縣,批發及零售業,家數,家,11187,9
2023,屏東縣,批發及零售業,家數,家,20833,36
2023,花蓮縣,批發及零售業,家數,家,9811,9
2023,臺東縣,批發及零售業,家數,家,6299, 
2023,離島地區,批發及零售業,家數,家,19648,9
2023,總計,運輸及倉儲業,家數,家,37965,351
2023,臺北市,運輸及倉儲業,家數,家,5880,127
2023,新北市,運輸及倉儲業,家數,家,7120,40
2023,桃園市,運輸及倉儲業,家數,家,3676,40
2023,臺中市,運輸及倉儲業,家數,家,4416,37
2023,臺南市,運輸及倉儲業,家數,家,1837,9
2023,高雄市,運輸及倉儲業,家數,家,5991,46
2023,基隆市,運輸及倉儲業,家數,家,1270,15
2023,宜蘭縣,運輸及倉儲業,家數,家,772, 
2023,新竹市,運輸及倉儲業,家數,家,456, 
2023,新竹縣,運輸及倉儲業,家數,家,554,8
2023,苗栗縣,運輸及倉儲業,家數,家,561,0
2023,彰化縣,運輸及倉儲業,家數,家,1226, 
2023,南投縣,運輸及倉儲業,家數,家,524, 
2023,雲林縣,運輸及倉儲業,家數,家,635, 
2023,嘉義市,運輸及倉儲業,家數,家,427, 
2023,嘉義縣,運輸及倉儲業,家數,家,627,0
2023,屏東縣,運輸及倉儲業,家數,家,771, 
2023,花蓮縣,運輸及倉儲業,家數,家,497, 
2023,臺東縣,運輸及倉儲業,家數,家,186, 
2023,離島地區,運輸及倉儲業,家數,家,539, 
2023,總計,住宿及餐飲業,家數,家,194589,461
2023,臺北市,住宿及餐飲業,家數,家,25067,184
2023,新北市,住宿及餐飲業,家數,家,23510,38
2023,桃園市,住宿及餐飲業,家數,家,15455,17
2023,臺中市,住宿及餐飲業,家數,家,24397,51
2023,臺南市,住宿及餐飲業,家數,家,18563,26
2023,高雄市,住宿及餐飲業,家數,家,23963,32
2023,基隆市,住宿及餐飲業,家數,家,3151, 
2023,宜蘭縣,住宿及餐飲業,家數,家,4853,21
2023,新竹市,住宿及餐飲業,家數,家,4209,7
2023,新竹縣,住宿及餐飲業,家數,家,4729, 
2023,苗栗縣,住宿及餐飲業,家數,家,4167,8
2023,彰化縣,住宿及餐飲業,家數,家,7207,6
2023,南投縣,住宿及餐飲業,家數,家,4868,14
2023,雲林縣,住宿及餐飲業,家數,家,3651, 
2023,嘉義市,住宿及餐飲業,家數,家,3172,11
2023,嘉義縣,住宿及餐飲業,家數,家,2977, 
2023,屏東縣,住宿及餐飲業,家數,家,8345,7
2023,花蓮縣,住宿及餐飲業,家數,家,4873,7
2023,臺東縣,住宿及餐飲業,家數,家,3703,9
2023,離島地區,住宿及餐飲業,家數,家,3729,8
2023,總計,出版影音及資通訊業,家數,家,28337,643
2023,臺北市,出版影音及資通訊業,家數,家,12279,400
2023,新北市,出版影音及資通訊業,家數,家,5045,102
2023,桃園市,出版影音及資通訊業,家數,家,1600,10
2023,臺中市,出版影音及資通訊業,家數,家,3201,31
2023,臺南市,出版影音及資通訊業,家數,家,1037,10
2023,高雄市,出版影音及資通訊業,家數,家,1958,19
2023,基隆市,出版影音及資通訊業,家數,家,228, 
2023,宜蘭縣,出版影音及資通訊業,家數,家,248, 
2023,新竹市,出版影音及資通訊業,家數,家,507,24
2023,新竹縣,出版影音及資通訊業,家數,家,456,23
2023,苗栗縣,出版影音及資通訊業,家數,家,207, 
2023,彰化縣,出版影音及資通訊業,家數,家,368, 
2023,南投縣,出版影音及資通訊業,家數,家,188, 
2023,雲林縣,出版影音及資通訊業,家數,家,175, 
2023,嘉義市,出版影音及資通訊業,家數,家,152, 
2023,嘉義縣,出版影音及資通訊業,家數,家,118, 
2023,屏東縣,出版影音及資通訊業,家數,家,207, 
2023,花蓮縣,出版影音及資通訊業,家數,家,143, 
2023,臺東縣,出版影音及資通訊業,家數,家,95, 
2023,離島地區,出版影音及資通訊業,家數,家,125, 
2023,總計,金融及保險業,家數,家,22891,2175
2023,臺北市,金融及保險業,家數,家,8752,1475
2023,新北市,金融及保險業,家數,家,3280,182
2023,桃園市,金融及保險業,家數,家,1568,61
2023,臺中市,金融及保險業,家數,家,2455,151
2023,臺南市,金融及保險業,家數,家,1217,71
2023,高雄市,金融及保險業,家數,家,2035,95
2023,基隆市,金融及保險業,家數,家,149, 
2023,宜蘭縣,金融及保險業,家數,家,201, 
2023,新竹市,金融及保險業,家數,家,470,25
2023,新竹縣,金融及保險業,家數,家,450,32
2023,苗栗縣,金融及保險業,家數,家,191, 
2023,彰化縣,金融及保險業,家數,家,591,30
2023,南投縣,金融及保險業,家數,家,179,9
2023,雲林縣,金融及保險業,家數,家,253,6
2023,嘉義市,金融及保險業,家數,家,275,13
2023,嘉義縣,金融及保險業,家數,家,171, 
2023,屏東縣,金融及保險業,家數,家,322,9
2023,花蓮縣,金融及保險業,家數,家,154,0
2023,臺東縣,金融及保險業,家數,家,100,0
2023,離島地區,金融及保險業,家數,家,78, 
2023,總計,不動產業,家數,家,47223,2772
2023,臺北市,不動產業,家數,家,8692,1311
2023,新北市,不動產業,家數,家,6752,437
2023,桃園市,不動產業,家數,家,4695,171
2023,臺中市,不動產業,家數,家,7669,325
2023,臺南市,不動產業,家數,家,3755,95
2023,高雄市,不動產業,家數,家,4360,206
2023,基隆市,不動產業,家數,家,308,7
2023,宜蘭縣,不動產業,家數,家,1068,11
2023,新竹市,不動產業,家數,家,1204,50
2023,新竹縣,不動產業,家數,家,1424,38
2023,苗栗縣,不動產業,家數,家,828,15
2023,彰化縣,不動產業,家數,家,1767,32
2023,南投縣,不動產業,家數,家,475, 
2023,雲林縣,不動產業,家數,家,796,7
2023,嘉義市,不動產業,家數,家,785,27
2023,嘉義縣,不動產業,家數,家,369,6
2023,屏東縣,不動產業,家數,家,812,13
2023,花蓮縣,不動產業,家數,家,626, 
2023,臺東縣,不動產業,家數,家,301, 
2023,離島地區,不動產業,家數,家,537,10
2023,總計,專業、科學及技術服務業,家數,家,65717,791
2023,臺北市,專業、科學及技術服務業,家數,家,20895,421
2023,新北市,專業、科學及技術服務業,家數,家,11053,106
2023,桃園市,專業、科學及技術服務業,家數,家,4642,28
2023,臺中市,專業、科學及技術服務業,家數,家,9575,43
2023,臺南市,專業、科學及技術服務業,家數,家,3821,24
2023,高雄市,專業、科學及技術服務業,家數,家,5772,35
2023,基隆市,專業、科學及技術服務業,家數,家,545, 
2023,宜蘭縣,專業、科學及技術服務業,家數,家,808, 
2023,新竹市,專業、科學及技術服務業,家數,家,1110,47
2023,新竹縣,專業、科學及技術服務業,家數,家,1205,50
2023,苗栗縣,專業、科學及技術服務業,家數,家,621, 
2023,彰化縣,專業、科學及技術服務業,家數,家,1393,8
2023,南投縣,專業、科學及技術服務業,家數,家,592, 
2023,雲林縣,專業、科學及技術服務業,家數,家,660,6
2023,嘉義市,專業、科學及技術服務業,家數,家,603, 
2023,嘉義縣,專業、科學及技術服務業,家數,家,406, 
2023,屏東縣,專業、科學及技術服務業,家數,家,811, 
2023,花蓮縣,專業、科學及技術服務業,家數,家,490, 
2023,臺東縣,專業、科學及技術服務業,家數,家,328,0
2023,離島地區,專業、科學及技術服務業,家數,家,387, 
2023,總計,支援服務業,家數,家,36639,198
2023,臺北市,支援服務業,家數,家,5590,118
2023,新北市,支援服務業,家數,家,5273,20
2023,桃園市,支援服務業,家數,家,3749,10
2023,臺中市,支援服務業,家數,家,5119,12
2023,臺南市,支援服務業,家數,家,2704,7
2023,高雄市,支援服務業,家數,家,4398,15
2023,基隆市,支援服務業,家數,家,480,0
2023,宜蘭縣,支援服務業,家數,家,708, 
2023,新竹市,支援服務業,家數,家,760, 
2023,新竹縣,支援服務業,家數,家,704, 
2023,苗栗縣,支援服務業,家數,家,619,0
2023,彰化縣,支援服務業,家數,家,1256, 
2023,南投縣,支援服務業,家數,家,547,0
2023,雲林縣,支援服務業,家數,家,513,0
2023,嘉義市,支援服務業,家數,家,447, 
2023,嘉義縣,支援服務業,家數,家,566, 
2023,屏東縣,支援服務業,家數,家,1027,0
2023,花蓮縣,支援服務業,家數,家,610,0
2023,臺東縣,支援服務業,家數,家,501, 
2023,離島地區,支援服務業,家數,家,1068, 
2023,總計,教育業,家數,家,7040,29
2023,臺北市,教育業,家數,家,1609,19
2023,新北市,教育業,家數,家,934, 
2023,桃園市,教育業,家數,家,536, 
2023,臺中市,教育業,家數,家,881, 
2023,臺南市,教育業,家數,家,599, 
2023,高雄市,教育業,家數,家,779,0
2023,基隆市,教育業,家數,家,76,0
2023,宜蘭縣,教育業,家數,家,99,0
2023,新竹市,教育業,家數,家,208,0
2023,新竹縣,教育業,家數,家,248,0
2023,苗栗縣,教育業,家數,家,115,0
2023,彰化縣,教育業,家數,家,230,0
2023,南投縣,教育業,家數,家,66,0
2023,雲林縣,教育業,家數,家,101,0
2023,嘉義市,教育業,家數,家,107,0
2023,嘉義縣,教育業,家數,家,39,0
2023,屏東縣,教育業,家數,家,214,0
2023,花蓮縣,教育業,家數,家,92,0
2023,臺東縣,教育業,家數,家,56,0
2023,離島地區,教育業,家數,家,51,0
2023,總計,醫療保健及社會工作服務業,家數,家,2151,29
2023,臺北市,醫療保健及社會工作服務業,家數,家,342,16
2023,新北市,醫療保健及社會工作服務業,家數,家,309, 
2023,桃園市,醫療保健及社會工作服務業,家數,家,134,0
2023,臺中市,醫療保健及社會工作服務業,家數,家,285, 
2023,臺南市,醫療保健及社會工作服務業,家數,家,221,0
2023,高雄市,醫療保健及社會工作服務業,家數,家,328, 
2023,基隆市,醫療保健及社會工作服務業,家數,家,21,0
2023,宜蘭縣,醫療保健及社會工作服務業,家數,家,54,0
2023,新竹市,醫療保健及社會工作服務業,家數,家,35, 
2023,新竹縣,醫療保健及社會工作服務業,家數,家,44, 
2023,苗栗縣,醫療保健及社會工作服務業,家數,家,21, 
2023,彰化縣,醫療保健及社會工作服務業,家數,家,62,0
2023,南投縣,醫療保健及社會工作服務業,家數,家,38,0
2023,雲林縣,醫療保健及社會工作服務業,家數,家,69,0
2023,嘉義市,醫療保健及社會工作服務業,家數,家,21,0
2023,嘉義縣,醫療保健及社會工作服務業,家數,家,35,0
2023,屏東縣,醫療保健及社會工作服務業,家數,家,67,0
2023,花蓮縣,醫療保健及社會工作服務業,家數,家,36, 
2023,臺東縣,醫療保健及社會工作服務業,家數,家,16,0
2023,離島地區,醫療保健及社會工作服務業,家數,家,13,0
2023,總計,藝術、娛樂及休閒服務業,家數,家,40848,136
2023,臺北市,藝術、娛樂及休閒服務業,家數,家,5924,55
2023,新北市,藝術、娛樂及休閒服務業,家數,家,6080,21
2023,桃園市,藝術、娛樂及休閒服務業,家數,家,3890,8
2023,臺中市,藝術、娛樂及休閒服務業,家數,家,4777,14
